,Rank,Release Group,Worldwide,Release Year,Domestic,%,Foreign,%.1
4091,52,The Animal,"$84,772,742",2001,"$57,743,062",68.1%,"$27,029,680",31.9%
4092,53,Blow,"$83,282,296",2001,"$52,990,775",63.6%,"$30,291,521",36.4%
4093,54,Exit Wounds,"$79,958,599",2001,"$51,758,599",64.7%,"$28,200,000",35.3%
4094,55,Serendipity,"$77,516,304",2001,"$50,294,317",64.9%,"$27,221,987",35.1%
4095,56,Kate & Leopold,"$76,019,048",2001,"$47,121,859",62%,"$28,897,189",38%
4096,57,Der Schuh des Manitu,"$75,482,094",2001,-,-,"$75,482,094",100%
4097,58,From Hell,"$74,558,115",2001,"$31,602,566",42.4%,"$42,955,549",57.6%
4098,59,The One,"$72,689,126",2001,"$43,905,746",60.4%,"$28,783,380",39.6%
4099,60,The Royal Tenenbaums,"$71,441,250",2001,"$52,364,010",73.3%,"$19,077,240",26.7%
4100,61,Down to Earth,"$71,186,502",2001,"$64,186,502",90.2%,"$7,000,000",9.8%
4101,62,Brotherhood of the Wolf,"$70,752,904",2001,"$11,260,096",15.9%,"$59,492,808",84.1%
4102,63,Thir13en Ghosts,"$68,467,960",2001,"$41,867,960",61.1%,"$26,600,000",38.9%
4103,64,Pokémon 3 the Movie: Spell of the Unown,"$68,411,275",2001,"$17,052,128",24.9%,"$51,359,147",75.1%
4104,65,Bandits,"$67,631,903",2001,"$41,575,141",61.5%,"$26,056,762",38.5%
4105,66,Not Another Teen Movie,"$66,468,332",2001,"$38,252,284",57.5%,"$28,216,048",42.5%
4106,67,Sweet November,"$65,754,228",2001,"$25,288,103",38.5%,"$40,466,125",61.5%
4107,68,K-PAX,"$65,001,485",2001,"$50,338,485",77.4%,"$14,663,000",22.6%
4108,69,Kiss of the Dragon,"$64,437,847",2001,"$36,845,124",57.2%,"$27,592,723",42.8%
4109,70,Captain Corelli's Mandolin,"$62,112,895",2001,"$25,543,895",41.1%,"$36,569,000",58.9%
4110,71,Zoolander,"$60,780,981",2001,"$45,172,250",74.3%,"$15,608,731",25.7%
4111,72,The Crimson Rivers,"$60,094,966",2001,"$594,966",1%,"$59,500,000",99%
4112,73,Jeepers Creepers,"$59,217,789",2001,"$37,904,175",64%,"$21,313,614",36%
4113,74,Heartbreakers,"$57,756,408",2001,"$40,336,607",69.8%,"$17,419,801",30.2%
4114,75,15 Minutes,"$56,359,980",2001,"$24,403,552",43.3%,"$31,956,428",56.7%
4115,76,Driven,"$54,744,738",2001,"$32,720,065",59.8%,"$22,024,673",40.2%
4116,77,Domestic Disturbance,"$54,249,294",2001,"$45,246,095",83.4%,"$9,003,199",16.6%
4117,78,The Closet,"$50,104,745",2001,"$6,678,894",13.3%,"$43,425,851",86.7%
4118,79,Monster's Ball,"$44,909,486",2001,"$31,273,922",69.6%,"$13,635,564",30.4%
4119,80,Recess: School's Out,"$44,460,850",2001,"$36,706,141",82.6%,"$7,754,709",17.4%
4120,81,Hardball,"$44,102,389",2001,"$40,222,729",91.2%,"$3,879,660",8.8%
4121,82,In the Bedroom,"$43,368,779",2001,"$35,930,604",82.8%,"$7,438,175",17.2%
4122,83,See Spot Run,"$43,057,552",2001,"$33,357,476",77.5%,"$9,700,076",22.5%
4123,84,Shaolin Soccer,"$42,776,760",2001,"$489,600",1.1%,"$42,287,160",98.9%
4124,85,Black Knight,"$39,976,235",2001,"$33,426,971",83.6%,"$6,549,264",16.4%
4125,86,Memento,"$39,723,096",2001,"$25,544,867",64.3%,"$14,178,229",35.7%
4126,87,Crocodile Dundee in Los Angeles,"$39,438,674",2001,"$25,635,682",65%,"$13,802,992",35%
4127,88,Haunted Castle,"$39,093,166",2001,"$13,651,656",34.9%,"$25,441,510",65.1%
4128,89,Someone Like You,"$38,689,940",2001,"$27,343,067",70.7%,"$11,346,873",29.3%
4129,90,What's the Worst That Could Happen?,"$38,464,131",2001,"$32,269,834",83.9%,"$6,194,297",16.1%
4130,91,The Majestic,"$37,317,558",2001,"$27,807,266",74.5%,"$9,510,292",25.5%
4131,92,Valentine,"$36,684,136",2001,"$20,384,136",55.6%,"$16,300,000",44.4%
4132,93,Joy Ride,"$36,642,838",2001,"$21,974,919",60%,"$14,667,919",40%
4133,94,Riding in Cars with Boys,"$35,743,308",2001,"$30,165,536",84.4%,"$5,577,772",15.6%
4134,95,Original Sin,"$35,402,320",2001,"$16,534,221",46.7%,"$18,868,099",53.3%
4135,96,Jay and Silent Bob Strike Back,"$33,788,161",2001,"$30,085,147",89%,"$3,703,014",11%
4136,97,Y tu mamá también,"$33,616,692",2001,"$13,839,658",41.2%,"$19,777,034",58.8%
4137,98,The Musketeer,"$32,533,802",2001,"$27,073,640",83.2%,"$5,460,162",16.8%
4138,99,Double Take,"$31,603,059",2001,"$29,831,583",94.4%,"$1,771,476",5.6%
4139,100,How High,"$31,283,740",2001,"$31,178,740",99.7%,"$105,000",0.3%
4140,101,Beauty and the Beast 2000 IMAX Release,"$31,033,346",2001,"$25,487,190",82.1%,"$5,546,156",17.9%
4141,102,Joe Dirt,"$30,987,695",2001,"$27,087,695",87.4%,"$3,900,000",12.6%
4142,103,Hearts in Atlantis,"$30,919,415",2001,"$24,185,781",78.2%,"$6,733,634",21.8%
4143,104,Monsoon Wedding,"$30,787,356",2001,"$13,885,966",45.1%,"$16,901,390",54.9%
4144,105,Angel Eyes,"$29,715,606",2001,"$24,174,218",81.4%,"$5,541,388",18.6%
4145,106,The Pledge,"$29,419,291",2001,"$19,733,089",67.1%,"$9,686,202",32.9%
4146,107,Baby Boy,"$29,381,649",2001,"$28,734,552",97.8%,"$647,097",2.2%
4147,108,Heist,"$28,510,652",2001,"$23,510,841",82.5%,"$4,999,811",17.5%
4148,109,The Tailor of Panama,"$28,008,462",2001,"$13,729,742",49%,"$14,278,720",51%
4149,110,The Brothers,"$27,958,191",2001,"$27,457,409",98.2%,"$500,782",1.8%
4150,111,The Last Castle,"$27,642,707",2001,"$18,244,060",66%,"$9,398,647",34%
4151,112,Saving Silverman,"$26,086,706",2001,"$19,402,030",74.4%,"$6,684,676",25.6%
4152,113,Corky Romano,"$25,272,752",2001,"$23,980,304",94.9%,"$1,292,448",5.1%
4153,114,The Shipping News,"$24,690,441",2001,"$11,434,216",46.3%,"$13,256,225",53.7%
4154,115,Joe Somebody,"$24,516,772",2001,"$22,771,646",92.9%,"$1,745,126",7.1%
4155,116,Nowhere in Africa,"$24,322,180",2001,"$6,180,200",25.4%,"$18,141,980",74.6%
4156,117,Tanguy,"$24,272,365",2001,-,-,"$24,272,365",100%
4157,118,Life as a House,"$23,903,791",2001,"$15,667,270",65.5%,"$8,236,521",34.5%
4158,119,The Glass House,"$23,619,609",2001,"$18,150,259",76.8%,"$5,469,350",23.2%
4159,120,Tomcats,"$23,430,766",2001,"$13,558,739",57.9%,"$9,872,027",42.1%
4160,121,Kingdom Come,"$23,396,049",2001,"$23,249,649",99.4%,"$146,400",0.6%
4161,122,Two Can Play That Game,"$22,391,450",2001,"$22,235,901",99.3%,"$155,549",0.7%
4162,123,Winged Migration,"$21,493,351",2001,"$924,651",4.3%,"$20,568,700",95.7%
4163,124,Amores perros,"$20,908,467",2001,"$5,408,467",25.9%,"$15,500,000",74.1%
4164,125,Mulholland Drive,"$20,117,339",2001,"$7,220,243",35.9%,"$12,897,096",64.1%
4165,126,Himalaya 2001 Re-release,"$19,960,881",2001,"$2,487,878",12.5%,"$17,473,003",87.5%
4166,127,Crazy/Beautiful,"$19,937,988",2001,"$16,937,988",85%,"$3,000,000",15%
4167,128,Get Over It,"$19,900,366",2001,"$11,576,464",58.2%,"$8,323,902",41.8%
4168,129,Summer Catch,"$19,772,447",2001,"$19,753,553",99.9%,"$18,894",<0.1%
4169,130,Shackleton's Antarctic Adventure,"$19,613,216",2001,"$15,553,324",79.3%,"$4,059,892",20.7%
4170,131,Rock Star,"$19,334,145",2001,"$17,008,282",88%,"$2,325,863",12%
4171,132,O,"$19,260,537",2001,"$16,025,437",83.2%,"$3,235,100",16.8%
4172,133,The Man Who Wasn't There,"$18,916,623",2001,"$7,504,257",39.7%,"$11,412,366",60.3%
4173,134,The Curse of the Jade Scorpion,"$18,914,307",2001,"$7,517,191",39.7%,"$11,397,116",60.3%
4174,135,3000 Miles to Graceland,"$18,720,175",2001,"$15,749,959",84.1%,"$2,970,216",15.9%
4175,136,Max Keeble's Big Move,"$18,634,654",2001,"$17,294,293",92.8%,"$1,340,361",7.2%
4176,137,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack","$18,623,382",2001,-,-,"$18,623,382",100%
4177,138,Antitrust,"$18,195,610",2001,"$11,328,094",62.3%,"$6,867,516",37.7%
4178,139,Jason X,"$16,951,798",2001,"$13,121,555",77.4%,"$3,830,243",22.6%
4179,140,Sugar & Spice,"$16,908,947",2001,"$13,305,101",78.7%,"$3,603,846",21.3%
4180,141,Just Visiting,"$16,176,732",2001,"$4,781,539",29.6%,"$11,395,193",70.4%
4181,142,Iris,"$16,153,953",2001,"$5,594,617",34.6%,"$10,559,336",65.4%
4182,143,Lantana,"$15,747,450",2001,"$4,623,189",29.4%,"$11,124,261",70.6%
4183,144,Enigma 2001 Re-release,"$15,705,007",2001,"$4,301,582",27.4%,"$11,403,425",72.6%
4184,145,With a Friend Like Harry...,"$15,472,186",2001,"$3,830,441",24.8%,"$11,641,745",75.2%
4185,146,Brother,"$15,250,594",2001,"$450,594",3%,"$14,800,000",97%
4186,147,Josie and the Pussycats,"$14,866,015",2001,"$14,271,015",96%,"$595,000",4%
4187,148,Out Cold,"$14,782,676",2001,"$13,906,394",94.1%,"$876,282",5.9%
4188,149,Iron Monkey,"$14,694,904",2001,"$14,694,904",100%,-,-
4189,150,Together,"$14,572,229",2001,"$1,034,829",7.1%,"$13,537,400",92.9%
4190,151,Freddy Got Fingered,"$14,333,252",2001,"$14,254,993",99.5%,"$78,259",0.5%
4191,152,Osmosis Jones,"$14,026,418",2001,"$13,596,911",96.9%,"$429,507",3.1%
4192,153,Ghosts of Mars,"$14,010,832",2001,"$8,709,640",62.2%,"$5,301,192",37.8%
4193,154,American Outlaws,"$13,678,913",2001,"$13,342,790",97.5%,"$336,123",2.5%
4194,155,One Night at McCool's,"$13,473,370",2001,"$6,290,673",46.7%,"$7,182,697",53.3%
4195,156,Vidocq,"$13,240,767",2001,-,-,"$13,240,767",100%
4196,157,Head Over Heels,"$13,127,022",2001,"$10,424,470",79.4%,"$2,702,552",20.6%
4197,158,Formula 51,"$12,881,605",2001,"$5,204,007",40.4%,"$7,677,598",59.6%
4198,159,The Girl from Paris,"$12,812,396",2001,"$183,266",1.4%,"$12,629,130",98.6%
4199,160,Apocalypse Now Redux,"$12,543,269",2001,"$4,626,290",36.9%,"$7,916,979",63.1%
4200,161,Say It Isn't So,"$12,320,393",2001,"$5,520,393",44.8%,"$6,800,000",55.2%
4201,162,The Son's Room,"$11,767,402",2001,"$1,016,340",8.6%,"$10,751,062",91.4%
4202,163,Les rois mages,"$11,702,020",2001,-,-,"$11,702,020",100%
4203,164,The Experiment,"$11,455,141",2001,-,-,"$11,455,141",100%
4204,165,Kabhi Khushi Kabhie Gham...,"$11,329,690",2001,"$2,902,000",25.6%,"$8,427,690",74.4%
4205,166,The Little Polar Bear,"$11,243,547",2001,-,-,"$11,243,547",100%
4206,167,Inuyasha the Movie: Affections Touching Across Time,"$10,539,779",2001,-,-,"$10,539,779",100%
4207,168,Town & Country,"$10,372,291",2001,"$6,719,973",64.8%,"$3,652,318",35.2%
4208,169,Wasabi,"$10,366,360",2001,"$97,220",0.9%,"$10,269,140",99.1%
4209,170,The Wash,"$10,229,331",2001,"$10,097,538",98.7%,"$131,793",1.3%
4210,171,Sexy Beast,"$10,045,677",2001,"$6,946,056",69.1%,"$3,099,621",30.9%
4211,172,Girls on Top,"$10,038,662",2001,-,-,"$10,038,662",100%
4212,173,The Deep End,"$10,031,529",2001,"$8,823,109",88%,"$1,208,420",12%
4213,174,Mad Love,"$9,306,362",2001,"$280,046",3%,"$9,026,316",97%
4214,175,Kandahar,"$8,914,751",2001,"$1,418,314",15.9%,"$7,496,437",84.1%
4215,176,Son of the Bride,"$8,772,695",2001,"$624,757",7.1%,"$8,147,938",92.9%
4216,177,Ghost World,"$8,764,007",2001,"$6,217,849",70.9%,"$2,546,158",29.1%
4217,178,The Forsaken,"$8,704,851",2001,"$7,288,451",83.7%,"$1,416,400",16.3%
4218,179,Tini: The New Life of Violetta,"$8,678,476",2001,-,-,"$8,678,476",100%
4219,180,The Prince and the Pirate,"$8,579,972",2001,-,-,"$8,579,972",100%
4220,181,Bones,"$8,378,853",2001,"$7,316,658",87.3%,"$1,062,195",12.7%
4221,182,Merry Christmas,"$8,228,560",2001,-,-,"$8,228,560",100%
4222,183,The Hole,"$7,644,361",2001,-,-,"$7,644,361",100%
4223,184,Sex and Lucía,"$7,640,680",2001,"$1,594,779",20.9%,"$6,045,901",79.1%
4224,185,Monkeybone,"$7,622,365",2001,"$5,411,999",71%,"$2,210,366",29%
4225,186,Mean Machine,"$7,310,206",2001,"$92,770",1.3%,"$7,217,436",98.7%
4226,187,The Slurb,"$6,854,681",2001,-,-,"$6,854,681",100%
4227,188,China: The Panda Adventure,"$6,784,985",2001,"$3,921,642",57.8%,"$2,863,343",42.2%
4228,189,The Road Home,"$6,780,490",2001,"$1,280,490",18.9%,"$5,500,000",81.1%
4229,190,The Piano Teacher,"$6,749,315",2001,"$1,012,069",15%,"$5,737,246",85%
4230,191,Under the Sand,"$6,531,687",2001,"$1,452,698",22.2%,"$5,078,989",77.8%
4231,192,The Devil's Backbone,"$6,459,020",2001,"$755,249",11.7%,"$5,703,771",88.3%
4232,193,Megiddo: The Omega Code 2,"$6,047,691",2001,"$6,047,691",100%,-,-
4233,194,Chaos,"$6,042,938",2001,-,-,"$6,042,938",100%
4234,195,Tom Thumb,"$5,867,304",2001,-,-,"$5,867,304",100%
4235,196,The Golden Bowl,"$5,753,678",2001,"$3,050,532",53%,"$2,703,146",47%
4236,197,A Fish Tale,"$5,595,327",2001,"$563,911",10.1%,"$5,031,416",89.9%
4237,198,Made,"$5,480,653",2001,"$5,313,300",96.9%,"$167,353",3.1%
4238,199,Read My Lips,"$5,393,526",2001,"$1,471,911",27.3%,"$3,921,615",72.7%
4239,200,Charlotte Gray,"$5,323,109",2001,"$741,394",13.9%,"$4,581,715",86.1%
4240,1,The Lord of the Rings: The Two Towers,"$936,689,735",2002,"$339,789,881",36.3%,"$596,899,854",63.7%
4241,2,Harry Potter and the Chamber of Secrets,"$878,979,634",2002,"$261,988,482",29.8%,"$616,991,152",70.2%
4242,3,Spider-Man,"$821,708,551",2002,"$403,706,375",49.1%,"$418,002,176",50.9%
4243,4,Star Wars: Episode II - Attack of the Clones,"$645,256,452",2002,"$302,191,252",46.8%,"$343,065,200",53.2%
4244,5,Men in Black II,"$441,818,803",2002,"$190,418,803",43.1%,"$251,400,000",56.9%
4245,6,Die Another Day,"$431,971,116",2002,"$160,942,139",37.3%,"$271,028,977",62.7%
4246,7,Signs,"$408,247,917",2002,"$227,966,634",55.8%,"$180,281,283",44.2%
4247,8,Ice Age,"$383,257,136",2002,"$176,387,405",46%,"$206,869,731",54%
4248,9,My Big Fat Greek Wedding,"$368,744,044",2002,"$241,438,208",65.5%,"$127,305,836",34.5%
4249,10,Minority Report,"$358,372,926",2002,"$132,072,926",36.9%,"$226,300,000",63.1%
4250,11,Catch Me If You Can,"$352,114,312",2002,"$164,615,351",46.8%,"$187,498,961",53.2%
4251,12,Chicago,"$306,776,732",2002,"$170,687,518",55.6%,"$136,089,214",44.4%
4252,13,Austin Powers in Goldmember,"$296,938,801",2002,"$213,307,889",71.8%,"$83,630,912",28.2%
4253,14,xXx,"$277,448,382",2002,"$142,109,382",51.2%,"$135,339,000",48.8%
4254,15,Scooby-Doo,"$275,650,703",2002,"$153,294,164",55.6%,"$122,356,539",44.4%
4255,16,Lilo & Stitch,"$273,144,151",2002,"$145,794,338",53.4%,"$127,349,813",46.6%
4256,17,The Ring,"$249,348,933",2002,"$129,128,133",51.8%,"$120,220,800",48.2%
4257,18,8 Mile,"$242,875,078",2002,"$116,750,901",48.1%,"$126,124,177",51.9%
4258,19,The Bourne Identity,"$214,034,224",2002,"$121,661,683",56.8%,"$92,372,541",43.2%
4259,20,Red Dragon,"$209,196,298",2002,"$93,149,898",44.5%,"$116,046,400",55.5%
4260,21,Two Weeks Notice,"$199,043,242",2002,"$93,354,851",46.9%,"$105,688,391",53.1%
4261,22,Panic Room,"$196,397,415",2002,"$96,397,334",49.1%,"$100,000,081",50.9%
4262,23,The Sum of All Fears,"$193,921,372",2002,"$118,907,036",61.3%,"$75,014,336",38.7%
4263,24,Gangs of New York,"$193,772,504",2002,"$77,812,000",40.2%,"$115,960,504",59.8%
4264,25,Road to Perdition,"$181,001,478",2002,"$104,454,762",57.7%,"$76,546,716",42.3%
4265,26,Sweet Home Alabama,"$180,622,424",2002,"$127,223,418",70.4%,"$53,399,006",29.6%
4266,27,The Scorpion King,"$178,799,308",2002,"$91,047,077",50.9%,"$87,752,231",49.1%
4267,28,Hero,"$177,395,557",2002,"$53,710,019",30.3%,"$123,685,538",69.7%
4268,29,The Santa Clause 2,"$172,855,065",2002,"$139,236,327",80.6%,"$33,618,738",19.4%
4269,30,Mr. Deeds,"$171,269,535",2002,"$126,293,452",73.7%,"$44,976,083",26.3%
4270,31,Stuart Little 2,"$169,956,806",2002,"$64,956,806",38.2%,"$105,000,000",61.8%
4271,32,Blade II,"$155,010,032",2002,"$82,348,319",53.1%,"$72,661,713",46.9%
4272,33,Maid in Manhattan,"$154,906,693",2002,"$94,011,225",60.7%,"$60,895,468",39.3%
4273,34,About a Boy,"$130,549,455",2002,"$41,385,278",31.7%,"$89,164,177",68.3%
4274,35,Space Station 3D,"$128,363,881",2002,"$93,383,953",72.7%,"$34,979,928",27.3%
4275,36,The Time Machine,"$123,729,176",2002,"$56,832,494",45.9%,"$66,896,682",54.1%
4276,37,Spirit: Stallion of the Cimarron,"$122,563,539",2002,"$73,280,117",59.8%,"$49,283,422",40.2%
4277,38,The Pianist,"$120,072,577",2002,"$32,572,577",27.1%,"$87,500,000",72.9%
4278,39,Spy Kids 2: Island of Lost Dreams,"$119,723,358",2002,"$85,846,429",71.7%,"$33,876,929",28.3%
4279,40,Unfaithful,"$119,137,784",2002,"$52,775,765",44.3%,"$66,362,019",55.7%
4280,41,Snow Dogs,"$115,035,090",2002,"$81,172,560",70.6%,"$33,862,530",29.4%
4281,42,We Were Soldiers,"$114,660,784",2002,"$78,122,718",68.1%,"$36,538,066",31.9%
4282,43,Insomnia,"$113,714,830",2002,"$67,355,513",59.2%,"$46,359,317",40.8%
4283,44,Peter Pan 2: Return to Never Land,"$109,862,682",2002,"$48,430,258",44.1%,"$61,432,424",55.9%
4284,45,Treasure Planet,"$109,578,115",2002,"$38,176,783",34.8%,"$71,401,332",65.2%
4285,46,The Hours,"$108,846,072",2002,"$41,675,994",38.3%,"$67,170,078",61.7%
4286,47,Asterix & Obelix: Mission Cleopatra,"$108,012,365",2002,-,-,"$108,012,365",100%
4287,48,About Schmidt,"$105,834,556",2002,"$65,016,287",61.4%,"$40,818,269",38.6%
4288,49,The Tuxedo,"$104,391,623",2002,"$50,547,998",48.4%,"$53,843,625",51.6%
4289,50,Resident Evil,"$102,984,862",2002,"$40,119,709",39%,"$62,865,153",61%
4290,51,John Q,"$102,244,770",2002,"$71,756,802",70.2%,"$30,487,968",29.8%
4291,52,40 Days and 40 Nights,"$95,146,283",2002,"$37,950,822",39.9%,"$57,195,461",60.1%
4292,53,Changing Lanes,"$94,935,764",2002,"$66,818,548",70.4%,"$28,117,216",29.6%
4293,54,28 Days Later...,"$82,719,885",2002,"$45,064,915",54.5%,"$37,654,970",45.5%
4294,55,Reign of Fire,"$82,150,183",2002,"$43,061,982",52.4%,"$39,088,201",47.6%
4295,56,The Rookie,"$80,693,537",2002,"$75,600,072",93.7%,"$5,093,465",6.3%
4296,57,Jackass: The Movie,"$79,493,831",2002,"$64,255,312",80.8%,"$15,238,519",19.2%
4297,58,Collateral Damage,"$78,382,433",2002,"$40,077,257",51.1%,"$38,305,176",48.9%
4298,59,Showtime,"$77,741,732",2002,"$38,082,712",49%,"$39,659,020",51%
4299,60,Windtalkers,"$77,628,265",2002,"$40,914,068",52.7%,"$36,714,197",47.3%
4300,61,Barbershop,"$77,063,924",2002,"$75,782,105",98.3%,"$1,281,819",1.7%
4301,62,Bend It Like Beckham,"$76,583,333",2002,"$32,543,449",42.5%,"$44,039,884",57.5%
4302,63,The Count of Monte Cristo,"$75,395,048",2002,"$54,234,062",71.9%,"$21,160,986",28.1%
4303,64,Divine Secrets of the Ya-Ya Sisterhood,"$73,839,240",2002,"$69,599,016",94.3%,"$4,240,224",5.7%
4304,65,E.T. the Extra-Terrestrial 20th Anniversary,"$69,177,751",2002,"$35,306,015",51%,"$33,871,736",49%
4305,66,The Sweetest Thing,"$68,696,770",2002,"$24,718,164",36%,"$43,978,606",64%
4306,67,Ghost Ship,"$68,349,884",2002,"$30,113,491",44.1%,"$38,236,393",55.9%
4307,68,Star Trek: Nemesis,"$67,336,470",2002,"$43,254,409",64.2%,"$24,082,061",35.8%
4308,69,Bad Company,"$65,977,295",2002,"$30,160,161",45.7%,"$35,817,134",54.3%
4309,70,K-19: The Widowmaker,"$65,716,126",2002,"$35,168,966",53.5%,"$30,547,160",46.5%
4310,71,High Crimes,"$63,781,810",2002,"$41,543,917",65.1%,"$22,237,893",34.9%
4311,72,Like Mike,"$62,274,780",2002,"$51,432,760",82.6%,"$10,842,020",17.4%
4312,73,Crossroads,"$61,141,030",2002,"$37,191,304",60.8%,"$23,949,726",39.2%
4313,74,The Wild Thornberrys,"$60,694,737",2002,"$40,108,697",66.1%,"$20,586,040",33.9%
4314,75,Bowling for Columbine,"$58,008,423",2002,"$21,576,018",37.2%,"$36,432,405",62.8%
4315,76,Drumline,"$57,588,485",2002,"$56,399,184",97.9%,"$1,189,301",2.1%
4316,77,Murder by Numbers,"$56,714,147",2002,"$31,945,749",56.3%,"$24,768,398",43.7%
4317,78,Frida,"$56,298,474",2002,"$25,885,000",46%,"$30,413,474",54%
4318,79,The Mothman Prophecies,"$55,157,539",2002,"$35,746,370",64.8%,"$19,411,169",35.2%
4319,80,Analyze That,"$55,003,135",2002,"$32,130,627",58.4%,"$22,872,508",41.6%
4320,81,The Hot Chick,"$54,639,553",2002,"$35,081,594",64.2%,"$19,557,959",35.8%
4321,82,The Cat Returns,"$53,452,652",2002,-,-,"$53,452,652",100%
4322,83,Big Fat Liar,"$52,970,014",2002,"$48,360,547",91.3%,"$4,609,467",8.7%
4323,84,Dragonfly,"$52,323,400",2002,"$30,323,400",58%,"$22,000,000",42%
4324,85,One Hour Photo,"$52,223,306",2002,"$31,597,131",60.5%,"$20,626,175",39.5%
4325,86,Blue Crush,"$51,843,679",2002,"$40,390,647",77.9%,"$11,453,032",22.1%
4326,87,Enough,"$51,806,184",2002,"$40,007,742",77.2%,"$11,798,442",22.8%
4327,88,I Spy,"$51,386,477",2002,"$33,561,137",65.3%,"$17,825,340",34.7%
4328,89,Talk to Her 2002 Re-release,"$51,001,550",2002,"$9,285,469",18.2%,"$41,716,081",81.8%
4329,90,A Walk to Remember,"$47,494,916",2002,"$41,281,092",86.9%,"$6,213,824",13.1%
4330,91,Eight Legged Freaks,"$45,867,333",2002,"$17,322,606",37.8%,"$28,544,727",62.2%
4331,92,Queen of the Damned,"$45,479,110",2002,"$30,336,800",66.7%,"$15,142,310",33.3%
4332,93,The Transporter,"$43,928,932",2002,"$25,296,447",57.6%,"$18,632,485",42.4%
4333,94,The Master of Disguise,"$43,411,001",2002,"$40,388,794",93%,"$3,022,207",7%
4334,95,Orange County,"$43,325,009",2002,"$41,076,018",94.8%,"$2,248,991",5.2%
4335,96,8 Women,"$42,426,583",2002,"$3,098,776",7.3%,"$39,327,807",92.7%
4336,97,Undercover Brother,"$41,604,473",2002,"$39,089,928",94%,"$2,514,545",6%
4337,98,Pinocchio,"$41,314,585",2002,"$3,675,719",8.9%,"$37,638,866",91.1%
4338,99,Clockstoppers,"$38,793,283",2002,"$36,989,956",95.4%,"$1,803,327",4.6%
4339,100,Van Wilder,"$38,275,483",2002,"$21,305,259",55.7%,"$16,970,224",44.3%
4340,101,The Banger Sisters,"$38,068,353",2002,"$30,307,416",79.6%,"$7,760,937",20.4%
4341,102,Halloween: Resurrection,"$37,664,855",2002,"$30,354,442",80.6%,"$7,310,413",19.4%
4342,103,Swimfan,"$34,411,240",2002,"$28,564,995",83%,"$5,846,245",17%
4343,104,Darkness,"$33,988,736",2002,"$22,163,442",65.2%,"$11,825,294",34.8%
4344,105,Friday After Next,"$33,526,835",2002,"$33,253,609",99.2%,"$273,226",0.8%
4345,106,The Crocodile Hunter: Collision Course,"$33,082,548",2002,"$28,442,574",86%,"$4,639,974",14%
4346,107,Confessions of a Dangerous Mind,"$33,013,805",2002,"$16,007,718",48.5%,"$17,006,087",51.5%
4347,108,Adaptation.,"$32,801,173",2002,"$22,498,520",68.6%,"$10,302,653",31.4%
4348,109,Hart's War,"$32,287,044",2002,"$19,077,641",59.1%,"$13,209,403",40.9%
4349,110,Blood Work,"$31,794,718",2002,"$26,235,081",82.5%,"$5,559,637",17.5%
4350,111,The New Guy,"$31,167,388",2002,"$29,760,152",95.5%,"$1,407,236",4.5%
4351,112,City of God,"$30,641,770",2002,"$7,564,459",24.7%,"$23,077,311",75.3%
4352,113,Solaris,"$30,002,758",2002,"$14,973,382",49.9%,"$15,029,376",50.1%
4353,114,The Four Feathers,"$29,882,645",2002,"$18,306,166",61.3%,"$11,576,479",38.7%
