Title,Genre,Rating,Runtime,Sales,Language,Age Rating,Director,Cast1,Cast2,Cast3,Cast4,Country of Origin
North by Northwest,"Adventure, Mystery",8.3,2   hours   16   minutes,142319,"English, French",PG13,Alfred Hitchcock,Cary Grant,Eva Marie Saint,James Mason,NIL,United States
Anatomy of a Murder,"Drama, Mystery",8,2   hours   41   minutes,194,English,Not Rated,Otto Preminger,James Stewart,Lee Remick,Ben Gazzara,NIL,United States
Career,Drama,6.9,1   hour   45   minutes,NIL,English,Not Rated,Joseph Anthony,Dean Martin,Anthony Franciosa,Shirley MacLaine,NIL,NIL
The Young Philadelphians,Drama,7.4,2   hours   16   minutes,NIL,English,PG,Vincent Sherman,Paul Newman,Barbara Rush,Alexis Smith,NIL,NIL
The Big Fisherman,"Drama, History",5.4,3   hours,NIL,English,Approved,Frank Borzage,Howard Keel,John Saxon,Susan Kohner,NIL,NIL
The Five Pennies,"Biography, Drama",7.1,1   hour   57   minutes,NIL,English,Approved,Melville Shavelson,Danny Kaye,Barbara Bel Geddes,Louis Armstrong,NIL,NIL
The Nun's Story,Drama,7.5,2   hours   29   minutes,NIL,English,PG,Fred Zinnemann,Audrey Hepburn,Peter Finch,Edith Evans,NIL,NIL
Porgy and Bess,"Drama, Musical",7,2   hours   18   minutes,NIL,English,Not Rated,Otto Preminger,Sidney Poitier,Dorothy Dandridge,Sammy Davis Jr.,NIL,NIL
Career,Drama,6.9,1   hour   45   minutes,NIL,English,Not Rated,Joseph Anthony,Dean Martin,Anthony Franciosa,Shirley MacLaine,NIL,NIL
The Gazebo,"Comedy, Thriller",6.8,1   hour   40   minutes,NIL,English,Passed,George Marshall,Glenn Ford,Debbie Reynolds,Carl Reiner,NIL,NIL
The Young Philadelphians,Drama,7.4,2   hours   16   minutes,NIL,English,PG,Vincent Sherman,Paul Newman,Barbara Rush,Alexis Smith,NIL,NIL
The Best of Everything,"Drama, Romance",6.6,2   hours   1   minute,NIL,English,Approved,Jean Negulesco,Hope Lange,Stephen Boyd,Suzy Parker,NIL,NIL
The Big Fisherman,"Drama, History",5.4,3   hours,NIL,English,Approved,Frank Borzage,Howard Keel,John Saxon,Susan Kohner,NIL,NIL
The Five Pennies,"Biography, Drama",7.1,1   hour   57   minutes,NIL,English,Approved,Melville Shavelson,Danny Kaye,Barbara Bel Geddes,Louis Armstrong,NIL,NIL
The Nun's Story,Drama,7.5,2   hours   29   minutes,NIL,English,PG,Fred Zinnemann,Audrey Hepburn,Peter Finch,Edith Evans,NIL,NIL
The Race for Space,Documentary,6.5,55   minutes,NIL,English,Add content advisory,David L. Wolper,Esther Goddard,Holger N. Toftoy,Mike Wallace,NIL,NIL
Serengeti Shall Not Die,Documentary,7.9,1   hour   25   minutes,NIL,German,Add content advisory,Bernhard Grzimek,Bernhard Grzimek,Holger Hagen,Hermann Rockmann,NIL,NIL
Donald in Mathmagic Land,"Animation, Short",7.8,27   minutes,NIL,English,Approved,Les Clark,Paul Frees,Clarence Nash,Roman Yanez,NIL,NIL
From Generation to Generation,NIL,6.3,12   minutes,NIL,English,Add content advisory,Francis Thompson,Paul Frees,Clarence Nash,Roman Yanez,NIL,NIL
Glass,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
Anatomy of a Murder,"Drama, Mystery",8,2   hours   41   minutes,194,English,Not Rated,Otto Preminger,James Stewart,Lee Remick,Ben Gazzara,NIL,United States
North by Northwest,"Adventure, Mystery",8.3,2   hours   16   minutes,142319,"English, French",PG13,Alfred Hitchcock,Cary Grant,Eva Marie Saint,James Mason,NIL,United States
The Nun's Story,Drama,7.5,2   hours   29   minutes,NIL,English,PG,Fred Zinnemann,Audrey Hepburn,Peter Finch,Edith Evans,NIL,NIL
On the Beach,"Drama, Romance",7.1,2   hours   14   minutes,NIL,English,PG,Stanley Kramer,Gregory Peck,Ava Gardner,Fred Astaire,NIL,NIL
Black Orpheus,"Drama, Fantasy",7.4,1   hour   40   minutes,NIL,Portuguese,PG,Marcel Camus,Breno Mello,Marpessa Dawn,Lourdes de Oliveira,NIL,NIL
The Bridge,"Drama, War",8,1   hour   43   minutes,NIL,"German, English",Not Rated,Bernhard Wicki,Folker Bohnet,Fritz Wepper,Michael Hinz,NIL,NIL
The Great War,"Comedy, Drama",8.2,2   hours   17   minutes,NIL,"Italian, German",Not Rated,Mario Monicelli,Alberto Sordi,Vittorio Gassman,Bernard Blier,NIL,NIL
Paw,"Family, Drama",6.3,1   hour   33   minutes,NIL,Danish,G,Astrid Henning-Jensen,Edvin Adolphson,Jimmy Sterman,Asbjørn Andersen,NIL,NIL
The Village on the River,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
The Nun's Story,Drama,7.5,2   hours   29   minutes,NIL,English,PG,Fred Zinnemann,Audrey Hepburn,Peter Finch,Edith Evans,NIL,NIL
On the Beach,"Drama, Romance",7.1,2   hours   14   minutes,NIL,English,PG,Stanley Kramer,Gregory Peck,Ava Gardner,Fred Astaire,NIL,NIL
The Five Pennies,"Biography, Drama",7.1,1   hour   57   minutes,NIL,English,Approved,Melville Shavelson,Danny Kaye,Barbara Bel Geddes,Louis Armstrong,NIL,NIL
Li'l Abner,"Comedy, Musical",6.7,1   hour   54   minutes,NIL,English,Approved,Melvin Frank,Leslie Parrish,Stubby Kaye,Peter Palmer,NIL,NIL
Say One for Me,"Comedy, Musical",5.3,2   hours,NIL,English,Add content advisory,Frank Tashlin,Debbie Reynolds,Bing Crosby,Robert Wagner,NIL,NIL
Sleeping Beauty,"Animation, Adventure",7.2,1   hour   15   minutes,51600000,English,G,Les Clark,Mary Costa,Bill Shirley,Eleanor Audley,NIL,United States
The Best of Everything,"Drama, Romance",6.6,2   hours   1   minute,NIL,English,Approved,Jean Negulesco,Hope Lange,Stephen Boyd,Suzy Parker,NIL,NIL
The Five Pennies,"Biography, Drama",7.1,1   hour   57   minutes,NIL,English,Approved,Melville Shavelson,Danny Kaye,Barbara Bel Geddes,Louis Armstrong,NIL,NIL
The Hanging Tree,Western,7.1,1   hour   47   minutes,NIL,English,Not Rated,Delmer Daves,Gary Cooper,Maria Schell,Karl Malden,NIL,NIL
A Hole in the Head,"Comedy, Drama",6.2,2   hours,NIL,English,Approved,Frank Capra,Frank Sinatra,Edward G. Robinson,Eleanor Parker,NIL,NIL
The Young Land,Western,5.3,1   hour   29   minutes,NIL,English,Approved,Ted Tetzlaff,Patrick Wayne,Yvonne Craig,Dennis Hopper,NIL,NIL
Anatomy of a Murder,"Drama, Mystery",8,2   hours   41   minutes,194,English,Not Rated,Otto Preminger,James Stewart,Lee Remick,Ben Gazzara,NIL,United States
The Nun's Story,Drama,7.5,2   hours   29   minutes,NIL,English,PG,Fred Zinnemann,Audrey Hepburn,Peter Finch,Edith Evans,NIL,NIL
Mexicali Shmoes,"Family, Animation",6.7,7   minutes,NIL,"English, Spanish",Add content advisory,Friz Freleng,Mel Blanc,Tom Holland,Dal McKennon,NIL,NIL
Moonbird,"Animation, Comedy",5.2,10   minutes,NIL,English,Add content advisory,John Hubley,Mark Hubley,Ray Hubley,NIL,NIL,NIL
Noah's Ark,"Animation, Short",6.3,19   minutes,NIL,English,Approved,Bill Justice,Jerome Courtland,Jeanne Bruns,James MacDonald,NIL,NIL
The Violinist,"Animation, Short",5.9,8   minutes,NIL,English,Add content advisory,Ernest Pintoff,Carl Reiner,NIL,NIL,NIL,NIL
Between the Tides,"Documentary, Short",7.3,20   minutes,NIL,English,Add content advisory,Ralph Keene,Stephen Murray,NIL,NIL,NIL,NIL
The Golden Fish,Short,7.4,19   minutes,NIL,None,Approved,Edmond Séchan,Louis Paul,Gilbert Hugues,Jean-Marie Maillols,NIL,NIL
Mysteries of the Deep,"Family, Documentary",8.2,24   minutes,NIL,English,Approved,Roy Edward Disney,Roy Edward Disney,NIL,NIL,NIL,NIL
"The Running, Jumping and Standing-Still Film","Short, Comedy",6,11   minutes,NIL,None,Add content advisory,Richard Lester,Richard Lester,Peter Sellers,Dick Bentley,NIL,NIL
Skyscraper,"Short, Documentary",7.2,20   minutes,NIL,English,Add content advisory,Shirley Clarke,Richard Lester,Peter Sellers,Dick Bentley,NIL,NIL
Journey to the Center of the Earth,"Adventure, Family",7,2   hours   9   minutes,NIL,"Icelandic, English, Swedish, French, Italian, Russian",Approved,Henry Levin,James Mason,Pat Boone,Arlene Dahl,NIL,NIL
Libel!,"Drama, Mystery",7.1,1   hour   40   minutes,NIL,"English, German, French",Not Rated,Anthony Asquith,Dirk Bogarde,Olivia de Havilland,Paul Massie,NIL,NIL
The Nun's Story,Drama,7.5,2   hours   29   minutes,NIL,English,PG,Fred Zinnemann,Audrey Hepburn,Peter Finch,Edith Evans,NIL,NIL
Journey to the Center of the Earth,"Adventure, Family",7,2   hours   9   minutes,NIL,"Icelandic, English, Swedish, French, Italian, Russian",Approved,Henry Levin,James Mason,Pat Boone,Arlene Dahl,NIL,NIL
Anatomy of a Murder,"Drama, Mystery",8,2   hours   41   minutes,194,English,Not Rated,Otto Preminger,James Stewart,Lee Remick,Ben Gazzara,NIL,United States
The Nun's Story,Drama,7.5,2   hours   29   minutes,NIL,English,PG,Fred Zinnemann,Audrey Hepburn,Peter Finch,Edith Evans,NIL,NIL
The 400 Blows,"Crime, Drama",8.1,1   hour   39   minutes,127244,"French, English",PG,François Truffaut,Jean-Pierre Léaud,Albert Rémy,Claire Maurier,NIL,France
North by Northwest,"Adventure, Mystery",8.3,2   hours   16   minutes,142319,"English, French",PG13,Alfred Hitchcock,Cary Grant,Eva Marie Saint,James Mason,NIL,United States
Operation Petticoat,"Comedy, Romance",7.2,2   hours   4   minutes,NIL,English,Approved,Blake Edwards,Cary Grant,Tony Curtis,Joan O'Brien,NIL,NIL
Wild Strawberries,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
Sons and Lovers,Drama,7.1,1   hour   43   minutes,NIL,English,Approved,Jack Cardiff,Trevor Howard,Dean Stockwell,Wendy Hiller,NIL,NIL
Elmer Gantry,Drama,7.7,2   hours   26   minutes,64,English,PG,Richard Brooks,Burt Lancaster,Jean Simmons,Arthur Kennedy,NIL,United States
The Apartment,"Comedy, Drama",8.3,2   hours   5   minutes,18778738,English,PG,Billy Wilder,Jack Lemmon,Shirley MacLaine,Fred MacMurray,NIL,United States
The Entertainer,Drama,7.1,1   hour   36   minutes,NIL,English,Not Rated,Tony Richardson,Laurence Olivier,Brenda de Banzie,Roger Livesey,NIL,NIL
Inherit the Wind,"Biography, Drama",8.1,2   hours   8   minutes,NIL,English,Passed,Stanley Kramer,Spencer Tracy,Fredric March,Gene Kelly,NIL,NIL
"Murder, Inc.","Biography, Crime",6.6,1   hour   43   minutes,NIL,English,Not Rated,Burt Balaban,Stuart Whitman,May Britt,Henry Morgan,NIL,NIL
Exodus,"Action, Drama",6.7,3   hours   28   minutes,NIL,English,Approved,Otto Preminger,Paul Newman,Eva Marie Saint,Ralph Richardson,NIL,NIL
Spartacus,"Adventure, Biography",7.9,3   hours   17   minutes,1844917,English,PG,Stanley Kubrick,Kirk Douglas,Laurence Olivier,Jean Simmons,NIL,United States
The Alamo,"Adventure, Drama",6.8,2   hours   42   minutes,NIL,"English, Spanish",Passed,John Wayne,John Wayne,Richard Widmark,Laurence Harvey,NIL,NIL
Sunrise at Campobello,"Biography, Drama",6.9,2   hours   24   minutes,NIL,"English, French",G,Vincent J. Donehue,Ralph Bellamy,Greer Garson,Hume Cronyn,NIL,NIL
The Sundowners,Drama,7.1,2   hours   13   minutes,NIL,English,Passed,Fred Zinnemann,Deborah Kerr,Robert Mitchum,Peter Ustinov,NIL,NIL
Never on Sunday,"Comedy, Drama",7.3,1   hour   31   minutes,NIL,"English, Greek, Russian",Not Rated,Jules Dassin,Melina Mercouri,Jules Dassin,Giorgos Foundas,NIL,NIL
Butterfield 8,"Drama, Romance",6.3,1   hour   49   minutes,NIL,English,Not Rated,Daniel Mann,Elizabeth Taylor,Laurence Harvey,Eddie Fisher,NIL,NIL
The Sundowners,Drama,7.1,2   hours   13   minutes,NIL,English,Passed,Fred Zinnemann,Deborah Kerr,Robert Mitchum,Peter Ustinov,NIL,NIL
The Dark at the Top of the Stairs,Drama,7.2,2   hours   4   minutes,NIL,English,Approved,Delbert Mann,Robert Preston,Dorothy McGuire,Eve Arden,NIL,NIL
Psycho,"Horror, Mystery",8.5,1   hour   49   minutes,32041931,English,PG,Alfred Hitchcock,Anthony Perkins,Janet Leigh,Vera Miles,NIL,United States
The Facts of Life,"Comedy, Drama",6.4,1   hour   43   minutes,NIL,English,Approved,Melvin Frank,Bob Hope,Lucille Ball,Ruth Hussey,NIL,NIL
Psycho,"Horror, Mystery",8.5,1   hour   49   minutes,32041931,English,PG,Alfred Hitchcock,Anthony Perkins,Janet Leigh,Vera Miles,NIL,United States
Visit to a Small Planet,"Comedy, Sci-Fi",5.9,1   hour   25   minutes,NIL,English,Not Rated,Norman Taurog,Jerry Lewis,Joan Blackman,Earl Holliman,NIL,NIL
Cimarron,"Drama, Romance",6.4,2   hours   27   minutes,NIL,English,Approved,Anthony Mann,Glenn Ford,Maria Schell,Anne Baxter,NIL,NIL
It Started in Naples,"Comedy, Drama",6.3,1   hour   40   minutes,NIL,"English, Italian",Approved,Melville Shavelson,Clark Gable,Sophia Loren,Vittorio De Sica,NIL,NIL
Pepe,"Comedy, Musical",5.4,3   hours,NIL,English,Unrated,George Sidney,Cantinflas,Dan Dailey,Shirley Jones,NIL,NIL
Sunrise at Campobello,"Biography, Drama",6.9,2   hours   24   minutes,NIL,"English, French",G,Vincent J. Donehue,Ralph Bellamy,Greer Garson,Hume Cronyn,NIL,NIL
Inherit the Wind,"Biography, Drama",8.1,2   hours   8   minutes,NIL,English,Passed,Stanley Kramer,Spencer Tracy,Fredric March,Gene Kelly,NIL,NIL
Psycho,"Horror, Mystery",8.5,1   hour   49   minutes,32041931,English,PG,Alfred Hitchcock,Anthony Perkins,Janet Leigh,Vera Miles,NIL,United States
Pepe,"Comedy, Musical",5.4,3   hours,NIL,English,Unrated,George Sidney,Cantinflas,Dan Dailey,Shirley Jones,NIL,NIL
The Rise and Fall of Legs Diamond,"Biography, Crime",6.8,1   hour   41   minutes,NIL,"English, French, Italian, German",Not Rated,Budd Boetticher,Ray Danton,Karen Steele,Elaine Stewart,NIL,NIL
Seven Thieves,"Crime, Drama",6.5,1   hour   42   minutes,NIL,"English, French",Approved,Henry Hathaway,Edward G. Robinson,Rod Steiger,Joan Collins,NIL,NIL
The Virgin Spring,Drama,8.1,1   hour   29   minutes,1528,"Swedish, German",M18,Ingmar Bergman,Max von Sydow,Birgitta Valberg,Gunnel Lindblom,NIL,Sweden
Can-Can,"Comedy, Musical",6.3,2   hours   11   minutes,NIL,"English, French",Approved,Walter Lang,Frank Sinatra,Shirley MacLaine,Maurice Chevalier,NIL,NIL
Midnight Lace,"Drama, Mystery",6.7,1   hour   43   minutes,NIL,English,Approved,David Miller,Doris Day,Rex Harrison,John Gavin,NIL,NIL
Pepe,"Comedy, Musical",5.4,3   hours,NIL,English,Unrated,George Sidney,Cantinflas,Dan Dailey,Shirley Jones,NIL,NIL
Sunrise at Campobello,"Biography, Drama",6.9,2   hours   24   minutes,NIL,"English, French",G,Vincent J. Donehue,Ralph Bellamy,Greer Garson,Hume Cronyn,NIL,NIL
Psycho,"Horror, Mystery",8.5,1   hour   49   minutes,32041931,English,PG,Alfred Hitchcock,Anthony Perkins,Janet Leigh,Vera Miles,NIL,United States
The Sundowners,Drama,7.1,2   hours   13   minutes,NIL,English,Passed,Fred Zinnemann,Deborah Kerr,Robert Mitchum,Peter Ustinov,NIL,NIL
The Horse with the Flying Tail,"Family, Documentary",6.4,48   minutes,NIL,English,G,Larry Lansburgh,George Fenneman,Nautical the Horse,Queen Elizabeth the Queen Mother,NIL,NIL
Rebel in Paradise,NIL,7.2,NIL,NIL,English,Add content advisory,NIL,NIL,NIL,NIL,NIL,NIL
Beyond Silence,NIL,6.5,16   minutes,NIL,English,Add content advisory,Edmond Levy,Edmond Levy,NIL,NIL,NIL,NIL
A City Called Copenhagen,"Documentary, Short",6.4,22   minutes,NIL,English,Add content advisory,Jørgen Roos,Clive Bayliss,Bill Caldwell,Osvald Helmuth,NIL,NIL
George Grosz' Interregnum,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
Giuseppina,Short,7.1,32   minutes,NIL,Italian,Add content advisory,James Hill,Antonia Scalari,Giulio Marchetti,NIL,NIL,NIL
Universe,"Documentary, Short",7.6,29   minutes,NIL,English,Add content advisory,Roman Kroitor,Donald MacRae,Douglas Rain,NIL,NIL,NIL
Inherit the Wind,"Biography, Drama",8.1,2   hours   8   minutes,NIL,English,Passed,Stanley Kramer,Spencer Tracy,Fredric March,Gene Kelly,NIL,NIL
Pepe,"Comedy, Musical",5.4,3   hours,NIL,English,Unrated,George Sidney,Cantinflas,Dan Dailey,Shirley Jones,NIL,NIL
Kapo,"Drama, War",7.6,1   hour   57   minutes,NIL,"Italian, German, Russian, Polish",Parents guide,Gillo Pontecorvo,Susan Strasberg,Laurent Terzieff,Emmanuelle Riva,NIL,NIL
La Vérité,Drama,7.6,2   hours   8   minutes,NIL,French,Not Rated,Henri-Georges Clouzot,Brigitte Bardot,Paul Meurisse,Charles Vanel,NIL,NIL
Macario,"Drama, Fantasy",8.3,1   hour   31   minutes,NIL,Spanish,Add content advisory,Roberto Gavaldón,Ignacio López Tarso,Pina Pellicer,Enrique Lucero,NIL,NIL
The Ninth Circle,"Drama, Romance",7.6,1   hour   47   minutes,NIL,Croatian,Add content advisory,France Stiglic,Dusica Zegarac,Boris Dvornik,Branko Tatic,NIL,NIL
The Magnificent Seven,"Action, Adventure",7.7,2   hours   8   minutes,NIL,"English, Spanish",Approved,John Sturges,Yul Brynner,Steve McQueen,Charles Bronson,NIL,NIL
Bells Are Ringing,"Comedy, Musical",6.9,2   hours   6   minutes,NIL,"English, French",Not Rated,Vincente Minnelli,Judy Holliday,Dean Martin,Fred Clark,NIL,NIL
Can-Can,"Comedy, Musical",6.3,2   hours   11   minutes,NIL,"English, French",Approved,Walter Lang,Frank Sinatra,Shirley MacLaine,Maurice Chevalier,NIL,NIL
Let's Make Love,"Comedy, Musical",6.4,1   hour   59   minutes,NIL,"English, French, German, Chinese, Italian, Arabic",PG,George Cukor,Marilyn Monroe,Yves Montand,Tony Randall,NIL,NIL
Pepe,"Comedy, Musical",5.4,3   hours,NIL,English,Unrated,George Sidney,Cantinflas,Dan Dailey,Shirley Jones,NIL,NIL
Song without End (The Story of Franz Liszt),NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
Pepe,"Comedy, Musical",5.4,3   hours,NIL,English,Unrated,George Sidney,Cantinflas,Dan Dailey,Shirley Jones,NIL,NIL
High Time,"Comedy, Musical",6.1,1   hour   43   minutes,NIL,English,Add content advisory,Blake Edwards,Bing Crosby,Fabian,Tuesday Weld,NIL,NIL
The Sundowners,Drama,7.1,2   hours   13   minutes,NIL,English,Passed,Fred Zinnemann,Deborah Kerr,Robert Mitchum,Peter Ustinov,NIL,NIL
Goliath II,"Animation, Short",6.8,15   minutes,NIL,English,Approved,Wolfgang Reitherman,Sterling Holloway,Barbara Jo Allen,Kevin Corcoran,NIL,NIL
High Note,"Family, Animation",7.4,6   minutes,NIL,English,Add content advisory,Chuck Jones,Mel Blanc,NIL,NIL,NIL,NIL
Mouse and Garden,"Family, Animation",7,6   minutes,NIL,English,Approved,Friz Freleng,Mel Blanc,Daws Butler,NIL,NIL,NIL
Munro,"Animation, Comedy",6.8,9   minutes,NIL,English,Parents guide,Gene Deitch,Howard Morris,Seth Deitch,Marie Deitch,NIL,NIL
A Place in the Sun,NIL,NIL,NIL,NIL,English,Add content advisory,Joe Austin,Howard Morris,Seth Deitch,Marie Deitch,NIL,NIL
The Creation of Woman,"Short, Musical",6.1,14   minutes,NIL,English,Add content advisory,Charles F. Schwep,Bhaskar Roy Chowdhury,Dinu,Anjali Devi,NIL,NIL
Day of the Painter,"Short, Comedy",7.6,15   minutes,NIL,English,Add content advisory,Robert P. Davis,Ezra R. Baker,NIL,NIL,NIL,NIL
Islands of the Sea,"Documentary, Short",8,28   minutes,NIL,English,G,Ben Sharpsteen,Winston Hibler,NIL,NIL,NIL,NIL
A Sport Is Born,"Documentary, Short",6.5,10   minutes,NIL,English,Add content advisory,Richard Winik,Chris Schenkel,Lewis Sanborn,NIL,NIL,NIL
Cimarron,"Drama, Romance",6.4,2   hours   27   minutes,NIL,English,Approved,Anthony Mann,Glenn Ford,Maria Schell,Anne Baxter,NIL,NIL
Pepe,"Comedy, Musical",5.4,3   hours,NIL,English,Unrated,George Sidney,Cantinflas,Dan Dailey,Shirley Jones,NIL,NIL
Sunrise at Campobello,"Biography, Drama",6.9,2   hours   24   minutes,NIL,"English, French",G,Vincent J. Donehue,Ralph Bellamy,Greer Garson,Hume Cronyn,NIL,NIL
The Last Voyage,"Action, Adventure",6.7,1   hour   31   minutes,NIL,English,Approved,Andrew L. Stone,Robert Stack,Dorothy Malone,George Sanders,NIL,NIL
The Time Machine,"Adventure, Romance",7.5,1   hour   43   minutes,5902,English,G,George Pal,Rod Taylor,Alan Young,Yvette Mimieux,NIL,United States
Inherit the Wind,"Biography, Drama",8.1,2   hours   8   minutes,NIL,English,Passed,Stanley Kramer,Spencer Tracy,Fredric March,Gene Kelly,NIL,NIL
The Sundowners,Drama,7.1,2   hours   13   minutes,NIL,English,Passed,Fred Zinnemann,Deborah Kerr,Robert Mitchum,Peter Ustinov,NIL,NIL
Tunes of Glory,Drama,7.5,1   hour   47   minutes,NIL,English,Not Rated,Ronald Neame,Alec Guinness,John Mills,Susannah York,NIL,NIL
The Angry Silence,Drama,7.3,1   hour   35   minutes,NIL,English,TV-14,Guy Green,Richard Attenborough,Pier Angeli,Michael Craig,NIL,NIL
"Hiroshima, Mon Amour",NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
Fanny,"Drama, Romance",6.8,2   hours   14   minutes,NIL,English,Approved,Joshua Logan,Leslie Caron,Maurice Chevalier,Charles Boyer,NIL,NIL
The Hustler,"Drama, Sport",8,2   hours   14   minutes,NIL,English,Not Rated,Robert Rossen,Paul Newman,Jackie Gleason,Piper Laurie,NIL,NIL
Judgment at Nuremberg,"Drama, War",8.3,2   hours   59   minutes,12180,"English, German",Approved,Stanley Kramer,Spencer Tracy,Burt Lancaster,Richard Widmark,NIL,United States
The Mark,Drama,7.2,2   hours   7   minutes,NIL,"English, French",Approved,Guy Green,Maria Schell,Stuart Whitman,Rod Steiger,NIL,NIL
West Side Story,"Crime, Drama",7.6,2   hours   33   minutes,44132334,"English, Spanish",PG,Jerome Robbins,Natalie Wood,George Chakiris,Richard Beymer,NIL,United States
